acte de vente ;(Kettridge 1973);;;;
'acte d''état civil';(Afnor);;;;
'acte d''hypothèque ';(Kettridge 1973);;;;
acte notarié;AN AM;;;;
acte religieux;(Afnor);;;;
acte royal;(Petit, 1997: 16) AM;;;;
acte sous seing privé;AN AM;;;;
acte syndicale;(Kettridge 1973);;;;
acte translatif de propriété;(Kettridge 1973);;;;
action;(Kettridge 1973) JGC p.375;;;;
action à introduction;(Kettridge 1973);;;;
action à la souche;(Kettridge 1973);;;;
action à ordre;(Kettridge 1973);;;;
action au porteur;(Kettridge 1973);;;;
'action d''apport (de fondation)';(Kettridge 1973) AM;;;;
action de (en) numéraire;(Kettridge 1973) AM;;;;
action de capital;(Kettridge 1973);;;;
action de chemins de fer;(Kettridge 1973);;;;
action de dividende;(Kettridge 1973);;;;
action de fondation;(Kettridge 1973);;;;
action de garantie;(Kettridge 1973);;;;
action de jouissance;(Kettridge 1973);;;;
action de primes;(Kettridge 1973);;;;
action de priorité;(Kettridge 1973);;;;
action de priorité cumulative;(Kettridge 1973);;;;
action de surplus;(Kettridge 1973);;;;
action de travail;(Kettridge 1973);;;;
action décorée;(CC18/13/16 p.54) JAL;;;;
action différée;(Kettridge 1973);;;;
action estampillée;(Kettridge 1973);;;;
action financière;(Kettridge 1973);;;;
action gratuite;(Kettridge 1973);;;;
action industrielle;(Kettridge 1973);;;;
action libérée;(Kettridge 1973);;;;
action nominative;(Kettridge 1973) AM;;;;
action non estampillée;(Kettridge 1973) AM;;;;
action non libérée;(Kettridge 1973) AM;;;;
action ordinaire;(Kettridge 1973) AM;;;;
adresse ;JGC p.203;;;;
adresse de tarot;JGC p.529;;;ref to p.203;
affiche;TDTR JGC p.11 (Afnor) JGC p.410;;;;
affiche à double usage;JGC p.407;;;placardée sur les murs et distribuée à la main;
affiche abribus;(Coulisses) AM;;;;
affiche avec espace libre;TDTR;;;;
affiche chromolithographiée;JGC p.425;;;;
affiche commerciale;JGC p.407;;;;
affiche d’intérieur;JGC p.407;;;;
'affiche d''acte officiel';(Petit, 1997: 29) AM;;;;
affiche de librairie;JGC p.425;;;1830-48 + définition;
affiche de petit format;JGC p.497;;;;
affiche de racoleurs;JGC p.412;;;;
affiche de recruteur;JGC p.407;;;;
affiche de représentation théâtrale ambulante;JGC p.534;;;ref to p.427;
'affiche d''intérieur ';;;;(pas d’équivalent en anglais);AM
affiche en papier peint;JGC p.407;;;;
affiche extérieure;JGC p.425;;;;
affiche illustrée;JGC p.420;;;;
affiche industrielle;JGC p.419;;;;
affiche mondaine et colorée;JGC p.413;;;définition;
affiche murale;JGC p.407;;;;
affiche officielle;JGC p.407;;;;
affiche passe-partout;JGC p.418;;;;
affiche pieuse;JGC p.413;;;;
affiche prospectus;JGC p.416;;;;
affiche révolutionnaire;AM;;;;
affiche royale;AM;;;;
affiche sur un carré;(Imp par l’image IV:3) AM;;;;
affiche théâtrale;JGC p.413;;;;
affiche-pamphlet;JGC p.412;;;;
affiche-renseignement;JGC p.410;;;;
affiches d’un paquebot;TDTR;;;;
affiche-texte;(Afnor);;;;
affiche-texte illustrée;(Afnor);;;;
affichette de prix, tarif;TDTR;;;;
affidavit;(Kettridge 1973) AM;;;;
album à colorier;(Afnor);;;;
album d’images illustrées d’Épinal;(PM);;;(under Epinal prints in ET);MT
album-tarif;(Kettridge 1973) AM;;;;
almanach à feuille;JGC p.229;;;;
almanach de poche;JGC p.510;;;;
almanach des Postes;;;;(Not in ET, needs scope note);MT
almanach historial;(Petit, 1997:28) AM;;;;
almanach lilliputien;JGC p.513;;;;
almanach PTT;(Afnor);;;;
almanach Vermot;(Coulisses) AM;;;;
almanach-bijou;JGC p.513;;;;
alphabets grotesques et anagrammes ;JAL;;;;
anagramme;JGC p.527;;;ref to p.153;
anamorphose;(Afnor);;;;
annonce;;;;;
annonce de librairie;JGC p.497;;;;
annonce de spectacle;JGC p.407;;;;
annonce de timbres;(Afnor);;;;
annonce murale;JGC p.407;;;;
annuaire du personnel;TDTR ?;;;;
annuaire judiciaire;(Kettridge 1973) AM;;;;
arrêt;AN;;;;
arrêt de justice;JGC p.407;;;;
arrêt de mort;(Larousse);;;;
'arrêté provisoire (ou d''assurance)';(Kettridge 1973) AM;;;;
assignat de la Révolution;JGC p.375;;;;
'aval d''échange';(Kettridge 1973) AM;;;;
avis d’expédition de marchandises;JGC p.533;;;ref to p.399;
avis de décès;(Petit, 1997:30) AM;;;;
avis de passage;(Audin: Imprimerie par l’image IV:11);;;;
avis mortuaire ;JAL;;;;
avis officiel;JGC p.410;;;;
avis placardé;JGC p.415;;;;
avis public;JGC p.410;;;;
bâche imprimée;(Coulisses) AM;;;;
'bail d''immeuble';AN AM;;;;
'bande d''accroche';(Petit, 1997: 18) AM;;;;
bande de journal;(Kettridge, Larousse) AM;;;;
bandeau;(Afnor);;;;
baril de lessive;(Coulisses) AM;;;;
berlingot;(Coulisses) AM;;;;
billet;TDTR (RT2000) AM (Afnor);;;;
billet à ordre;MT JGC p.375;;;'(Scope note) Un effet de commerce par lequel une personne s’engage à payer à une autre personne, ou à l’ordre de celle-ci, une certaine somme à une époque déterminée. Ecrite sur papier timbré (hist.) [BT Effets de commerce; RT Lettre de change; Mandat]';
billet d’honneur;(CC18/13/16 p.55) JAL;;;;
billet d’invitation;(JGC p.40) ;;;;
billet de bal;(Afnor);;;;
billet de banques populaires;JGC p.375;;;;
billet de bateau à vapeur;JGC p.402;;;;
billet de circulation (pour le grand couvert du roi) ;JAL;;;;
billet de conscription;(Afnor);;;;
billet de garde;JGC p.28;;;;
billet de loto;(Afnor);;;;
billet de part ;AM;;;;
billet de port;JGC p.71;;;;
billet de service de la Comédie française ;JAL;;;;
billet de spectacle ;AM;;;;
billet de tribune ;JAL;;;;
'billet d''enterrement';(Petit, 1997:31, Audin, Imprimerie par l’image IV:2);;;;
'billet d''entrée';(Imp par image IV:12, RT2000;;;;
billet des rois, du roi;JAL;;;;
'billet d''excursion excursion ticket';(Kettridge 1973);;;;
'billet d''invitation';(Petit, 1997:27);;;;
billet mortuaire ;JAL;;;;
billet pour tirer les rois ;JAL;;;;
billet simple;MT;;;'(Scope note) Seems to be a document that records a loan, with or without interest. [BT Effets de commerce; RT Reçu]';
boîte d’archives;TDTR;;;;
boîte de cubes;(CC 4/3/16 p.21) JAL;;;;
boîte de plumes;;;;;MT
bon commercial;JGC p.383;;;;
bon de monnaie;JGC p.383;;;;
bon de poste;(CC 61, 83);;;;
bon de reduction ;TD+;;;;
'bon d''échange';(Afnor);;;;
bon en sous;(CC 30, 64);;;;
bon pour achat;JGC p.375;;;;
boniment-réclame (?);JGC p.413;;;;
bottin administratif;AN AM;;;;
bracelet;;;;for banknotes;
brevet (3);JGC p.523;;;ref  to p.104;MT
brevet d’académie;JGC p.iii;;;;
brevet d’admission dans les corps militaires ;JAL;;;;
brevet d’engagement;JAL;;;;
brevet de maître d’armes ;JAL;;;;
brevet de maître de danse;JAL;;;;
brevet de membres de sociétés;JAL;;;;
brevet de pension;JAL;;;;
brevet de recompense militaire;JAL;;;;
'brevet d''invention';(Afnor);;;;
brevet et diplôme comiques;JAL;;;;
brochage;JGC p.iii, 502;;;;
budget;TDTR;;;;
bulletin d’ouvrier ;JAL;;;;
bulletin de chargement du bureau des Postes;JGC p.400;;;;
bulletin de chargement et de sureté;JGC p.401;;;;
bulletin de l’ouvrier;;;;;
bulletin de la Grande Armée;JGC p.420;;;;
bulletin de paie;(Afnor);;;;
bulletin des Messageries Royales;JGC p.401;;;;
buvard publicitaire;(CC 7/12/07 p.35) JAL;;;;
câblogramme;(Kettridge 1973) AM;;;;
cachet de cire;JGC p.5;;;;
'cachet d''honneur';MT;;;;
cachet fiscal;TDTR ?;;;;
cadastre ;AM;;;;
cahier;(Afnor);;;;
calembour;JGC p.340;;;(calembourgs);
calendrier d’art grave à l’eau forte;JGC p.242;;;1866-1880;
calendrier de cabinet;JGC p.234;;;;
calendrier de portefeuille;(Imp par image IV:12) AM;;;;
calendrier des bergers ;AM;;;;
calendrier postal;(CC18/13/16 p.55) JAL;;;;
calendrier PTT;(CC18/13/16 p.54) JAL;;;;
calendrier volant;JGC p.230;;;du XVIe siècle + définition;
calendrier-estampe;JGC p.229;;;;
calot;(CC18/13/16 p.57) JAL;;;;
cantique spirituel?;JAL;;;;
caricature géographique;JGC p.480;;;;
carnet de contraventions ;AM;;;;
carnet de santé ;AM;;;;
carnet de tickets;TLF;;;;
carnet duplicateur;(B);;;[1 page printed, one blank]??;MT
carnet timbres;(CC 7/12/07 p.64) JAL;;;;
carnet triplicateur;(B);;;[2 pages printed, one blank]??;MT
carte à puce;TDTR ?;;;;
carte allégorique;JGC p.317;;;;
carte anglaise ;JGC p.12;;;;
carte commerciale;(Afnor);;;;
carte d’adresse, carte adresse;JGC p.ii JGC p.349;;;;
carte d’assemblée;JAL;;;;
carte d’entrée;JAL JGC p.387 et 526;;;ref to p.91;
carte d’invitation;JGC p.76 (Afnor);;;;
carte d’invitation au couronnement;JAL;;;;
carte de changement de propriétaire;Imp par image RT2000;;;;
carte de citoyen actif;JAL;;;;
carte de deuil;(CC 4/3/16 p.56) JAL;;;;
carte de fête politique;JAL;;;;
carte de géographie;(Afnor);;;;
carte de membre;MT (Afnor);;;;
carte de naissance, mariage, décès;(PL 1909);;;;MT
carte de nouvelle année;JGC p.537;;;;
carte de passage;JGC p.401;;;;
carte de propagande;(Afnor);;;;
carte de rationnements;(CC 7/12/07 p.18) JAL;;;;
carte de restaurant;JGC p.389;;;;
carte de souhait;JGC p.35, AM;;;;
carte de voeux d’entreprise;(CC 7/12/07 p.35) JAL;;;;
carte des bateaux à vapeur;JGC p.401;;;;
carte des mets / carte de mets;JGC p.395;;;;
carte des plats du jour;JGC p.395;;;;
carte du restaurateur;JGC p.396;;;;
carte en volume ;AM;;;;
carte ferroviaire;TDTR;;;;
carte glacées;JAL;;;;
carte mortuaire;JAL;;;;
carte officielle;(Afnor);;;;
carte pneumatique gommée;(CC 34, 42);;;;
carte postale;(Afnor);;;;
carte pour les fêtes;JAL;;;;
carte pour visites;(JGC p.40) ;;;;
carte publicitaire;(CC 4/3/16 p.18) JAL (Afnor);;;;
carte-adresse, étiquette commerciale;TDTR;;;;
carte-album;(Afnor);;;;
carte-photo;(CC18/13/16 p.30) JAL;;;;
carte-réclame de marchand;AM;;;;
cartes chinoises;JGC p.222;;;;
cartes comiques;JGC p.199;;;;
cartes d’enseignement;JGC p.199;;;;
cartes de cartomancienne;JGC p.221;;;;
cartes de fantaisie;JGC p.199;;;;
cartes géographiques;JGC p.211;;;;
cartes instructives;JGC p.210;;;;
cartes japonnaises;JGC p.212;;;;
carton;TDTR JGC t.p., xiii, AM;;;;
carton au banquet official;JAL;;;;
carton de rendez-vous;T;;;;
carton de substitution;AM;;;;
carton du jeu;JGC p.529;;;ref to p.227;
carton publicitaire;(Afnor);;;;
catalogue de voyages;AM;;;;
cénacle;JGC p.483;;;??;
centre du disque Pathé;(CC 4/3/16 p.38) JAL;;;;
certifcat d’indigence à la maison nationale des elèves de la piété ;JAL;;;;
certificat d’étude;JAL;;;;
certificat d’existence;JAL;;;;
certificat de bonnes notes;JAL;;;;
certificat de bravoure;JAL;;;;
certificat de dépôt d’ouvrages à la Bibliothèque Nationale;JAL;;;;
certificat de recommandation;TDTR ?;;;;
certificat de service;JAL;;;;
certificat de vie;(PL 1899) JAL;;;;
changements de têtes;JGC p.452;;;;
chanson à un sou;AM;;;;
chanson populaire illustrée;(CC18/13/16 p.54) JAL;;;;
chansonnier;JGC p.xvi;;;;
chansons petit format;(CC 7/12/07 p.35) JAL;;;;
charte de marriage;AM ;;;;
charte phrénologique;(RT2000)/ phrenological chart;;;;
chemise;(RT2000)/ ream wrapper/label;;;;
chemise publicitaire ;TD+;;;;
chèque (restaurant, cadeau…);TDTR;;;;
chiffon;JAL;;;;
chiffonomanie ;JGC p.296;;;terme: chiffon?;
chiro-xylographie;AM;;;;
chromo de chocolatier;(CC 4/3/16 p.39) JAL;;;;
classeur;TDTR (CC 7/12/07 p.36) JAL;;;;
coffret présentoir;(CC18/13/16 p.21) JAL;;;;
commission de préfets;JAL;;;;
complainte imprimée;TDTR ?;;;;
composition en feuillages;JAL;;;;
compost ;AM;;;;
compte rendu;TDTR ?;;;;
congé absolu (Directoire);JGC p.526;;;ref to p.100;
congé militaire;JAL;;;;
connaissement;MT JGC p.399;;;'(Scope note) Un écrit qui sert de contrat entre l’éxpéditeur et le propriétaire d’un vaisseau. [BT Effets de commerce; RT Lettre de voiture]';
'contrat d''apprentissage';(RT2000);;;;
contrat de non-jouer;TDTR;;;;
coupe;(Afnor);;;;
coupon;JGC p.385;;;;
coupon-cadeau;;;;;
coupure;TDTR;;;;
courbe;(Afnor);;;;
'cours d''architecture';(Afnor);;;;
cours de dessin;(Afnor);;;;
couverture à grands ramages;JGC p.505;;;;
couverture de cahier;(Afnor);;;;
couverture de livraison;JGC p.501;;;;
couverture de livre;(Afnor);;;;
couverture de musique;JGC p.336;;;;
couverture de périodique;(Afnor);;;;
couverture-affiche, façon Chéret;JGC p.506;;;;
couverture-cartonnage;JGC p.519;;;;
couverture-prospectus;JGC p.373;;;;
cris de Paris;JAL;;;;
cul-de-lampe;(Afnor);;;;
damier;(Afnor);;;;
décalcomanie;(Afnor) JGC p.277;;;;
décalquage ;JGC p.296;;;;
déclaration;(PL 1839);;;;
déclaration de mutation;AN;;;;
déclaration de reconnaissance de la nationalité française;AN AM;;;;
découpage ;JGC p.175 (Afnor);;;;
découpage au ciseau;JGC p.530;;;ref to p.302;
découpages publicitaires signés;(CC18/13/16 p.57) JAL;;;;
décret de naturalisation;AN AM;;;;
'demande d''admission à domicile';AN AM;;;;
demande de naturalisation;AN AM;;;;
demandes et réponses;JGC p.346;;;;
dentelle;JGC p.297;;;;
dépliant;TDTR (CC 4/3/16 p.21) JAL (Afnor);;;;
dépliant publicitaire à système;(CC 4/3/16 p.23) JAL;;;;
dépliant-prospectus;AM;;;;
dessin execute en traits d’écriture;JGC p.142;;;;
dessin formé de lettres lisibles au microscope;JGC p.163;;;;
dessus de boîte;(Afnor);;;;
dessus de bouton;(Afnor);;;;
devinette;(Afnor);;;;
diablerie;JGC p.311;;;;
diplôme de libraire-imprimeur;JAL;;;;
disques de stationnement;(CC 4/3/16 p.59) JAL;;;;
disques vinyl;(CC18/13/16 p.57) JAL;;;;
document administratif;(Afnor);;;;
document commercial;(Afnor);;;;
document publicitaire;(Afnor);;;;
domino;(Afnor);;;;
dominotier;JGC p.312;;;;
dossier d’examen;TDTR;;;;
doubles visages (les);JAL;;;;
drapelet de pèlerinage;(Afnor);;;;
droles visages;JGC p.538;;;;
échantillon de fil;(Afnor);;;;
échiquier;(Afnor);;;;
écran (à main);'AM (Afnor) JGC p.538 JGC p.277';;;;
écriteau ;JGC p.423;;;;
édit;JGC p.410;;;;
effet;AM;;;;
effet de change;(Kettridge 1973);;;;
effet de commerce;MT JGC p.533 ref to p.384;;;'(Scope note) Les papiers que les commerçants mettent en circulation et qui, dans les affaires, remplacent la monnaie. [NT Billet simple; Billet à ordre; Connaissement; Lettre de change; Mandat]';
élévation;(Afnor);;;;
email;TDTR;;;;
emballage;(Afnor);;;;
emballage carton pour liquides alimentaires;AM;;;;
emprunt;(CC18/13/16 p.55) JAL;;;;
en tête;JGC p.11;;;;
encadrement;JGC p.525;;;ref to p.82;
engagement militaire;JAL;;;;
énigme ;JGC p.340;;;;
en-tête (de lettre) commerciale;TDTR JGC p.523;;;ref to p.11;
en-tête de papier à lettres;JGC p.1;;;;
en-tête de papier officiel;JGC p.7;;;;
entrée à l’exposition;JGC p.526;;;ref to p.88;
entrée au bal;JGC p.526;;;ref to p.89;
enveloppe comique;(JGC p.21);;;;
enveloppe de jeu;JGC p.224 et p.529;;;ref to p.224;
enveloppe de papier à cigarettes;JGC p.349;;;;
enveloppe des jeux de cartes;JGC p.199;;;;
enveloppe du cahier (de papier à cigarettes);JGC p.358;;;;
enveloppe ornée;JGC p.13;;;;
éphéméride;(Afnor);;;;
epinglette;(CC 7/12/07 p.45) ;;;;
épitaphe;AM;;;;
estampe (2);JAL (used more widely to mean broadside?);;;;
estampe populaire;JAL;;;;
étal de carton;AM;;;;
état civil;AN AM;;;;
état récapitulatif des connaissements;TDTR;;;;
étiquette;TDTR  JGC p.77 (Afnor) JGC p.349;;;;
étiquette à cheval;'(Audin, Imprimerie par l''image IV:12)';;;;
étiquette de bonbons;JGC p.532;;;ref to p.352;
étiquette de bouteille de liqueur;JGC p.349;;;;
étiquette de parfumeur;JGC p.349;;;;
étiquette de pot de yoghourt;AM;;;;
étiquette de titre ;'(E&R, Audin, Imprimerie par l''image';;;;
étiquette pendante;'(Audin, Imprimerie par l''image IV:12)';;;;
étiquette pour boîte de pharmacie;JGC p.350;;;;
étrennes;JGC p.353;;;;
étui pliant;(Coulisses) AM;;;;
éventail anagrammatique;JGC p.277;;;;
eventail imagerie;JGC JAL;;;;
ex-voto;(Afnor);;;;
facture à en-tête;(CC18/13/16 p.39 ) JAL;;;;
'facture d''avoir';(Kettridge 1973);;;;
facture de débit;'(Audin, Imprimerie par l''image IV:11, Kettridge 1973)';;;;
facture décorée;(CC18/13/16 p.54) JAL;;;;
faire-part;(Afnor);;;;
faire-part de baptême;(Afnor);;;;
faire-part de première communion;AM;;;;
faire-part de prise de voile;AM;;;;
'faire-part d''ordination';AM;;;;
faire-part mortuaire;JGC p.525;;;;
fanion;(Afnor);;;;
fausse monnaie;TDTR;;;;
feuille (de prière);TDTR;;;;
feuille à caricatures;JGC p.488;;;;
feuille autographiée;JGC p.482;;;;
feuille commerciale;JGC p.ii;;;;
feuille d’éventail ou d’écran;JGC p.ii;;;;
feuille de collection;JAL;;;;
feuille de colportage;JGC p.176;;;;
feuille de compliments;JGC p.1;;;;
feuille de quartier;JGC p.483;;;;
feuille de soins;AM;;;;
feuille de souvenir;JAL;;;;
feuille détachée;JGC p.488;;;;
feuille mensuelle;JGC p.469;;;avec definition;
feuille ornée;JGC p.523;;;ref to p.16;
feuille populaire;JGC p.182 JGC p.258;;;;
feuille volante;JGC p.230;;;;
feuille-réclame;JGC p.383;;;;
feuilles timbrées ;JGC p.22 ;;;;
feuilleton;JGC p.348;;;;
fiche;;;JAL, AM, MT, TD;Not in ET. Scope not to be written introducing the notion of fiches.;
fiche cuisine;TDTR;;;;
figure constituée à l’aide de personnages enlacés;JAL;;;;
flamme;(Afnor);;;;
Flugschrift;(Petit 1997:28) AM;;;;
ganse;TDTR;;;;
gazette;JGC p.466;;;;
glaçoïde;(CC18/13/16 p.10) JAL;;;;
gros plan;(CC 7/12/07 p.33) JAL;;;;
hébdomadaire;JGC p.488;;;;
hommage;TDTR;;;;
horaire;(Afnor);;;;
illustration;(Afnor);;;;
illustration de livre;(Afnor);;;;
illustration de périodique;(Afnor);;;;
image à anagramme ;JGC p.142;;;;
image à découper;(Afnor) JGC p.142;;;;
image à ouvertures;JGC p.165;;;;
image à profils cachés;JGC p.310 et JGC p.530;;;ref to p.310;
image à révéler;(Afnor);;;;
image adhésive;;;;;
image animée mue par des fils;JAL;;;;
image animer;(Afnor) JGC p.164;;;;
image articulée;JGC p.164;;;;
image d’optique;JGC p.530;;;ref to p.299;
image de baptême;(Afnor);;;;
image de cabaret;JAL;;;;
image de chewing-gum;;;JAL, AM, MT, TD;Related term bubblegum card.;
image de confirmation;(Afnor);;;;
image de confrérie;AM (Afnor);;;;
image de devotion;AM;;;;
image de missel;(Afnor);;;;
image de pèlerinage;JAL (Afnor);;;;
image légendaires;JAL;;;;
image militaires;JAL;;;;
image publicitaire;(Afnor);;;;
image religieuse;(Afnor);;;;
image scolaire;(Afnor);;;;
image tauromachique;JGC p.189;;;;
imagerie à bon marché;JAL;;;;
imagerie actualiste;JAL;;;;
imagerie comique;JAL;;;;
imagerie de dévotion;JAL;;;;
imagerie enfantine;JGC p.526;;;ref to p.120;
imagerie militaire;JAL;;;;
imagerie napoléonienne;JAL;;;;
imagerie ornamentale;JAL;;;;
imagerie philosophique;JAL;;;;
imagerie politique;JAL;;;;
imagerie politique à soupapes;JGC p.168;;;;
imagerie récréative;JAL;;;;
imagerie religieuse;TDTR;;;;
imagerie satirique;JAL;;;;
imageries à portes et fenêtres;JAL;;;;
imitation du billet à ordre;JGC p.385;;;;
imitation du billet de banque;JGC p.385;;;;
Imitation fantaisiste ou commerciale des billets de banque;JGC p.323;;;;
impression;TDTR;;;;
indicateurs officiels horaires;(CC18/13/16 p.54) JAL;;;;
insigne;(CC 4/3/16 p.61) JAL;;;;
insigne de prix de concours;TDTR;;;;
insinuation fiscal;AN AM;;;;
invitation à dîner;JAL;;;;
invitation officielle illustrée;JAL;;;;
jeton;(CC 7/12/07 p.42) JAL JGC p.227;;;;
jeu à cartons;JGC p.227;;;;
jeu d’enseignement;JGC p.217;;;;
jeu de cartes alphabétiques;JGC p.211;;;;
jeu de cartes publicitaire;(CC 4/3/16 p.59) JAL;;;;
jeu de circonstance;JGC p.260;;;;
jeu de construction;(CC 4/3/16 p.19) JAL;;;;
jeu de demandes et réponses;JGC p.209;;;;
jeu de naine jaune;(CC 50, 47);;;(under board game, not in ET);MT
jeu de patience;(CC18/13/16 p.20) JAL;;;;
jeu de pions;;;;;
jeu des sept familles;(CC18/13/16 p.21) JAL;;;;
jeu du Nain Jaune;JGC p.225;;;;
jeu fantaisiste;JGC p.217;;;;
jeu géographique;JGC p.211;;;;
jeu historique;JGC p.217;;;;
jouet animé;(CC 7/12/07 p.18) JAL;;;;
journal  excentrique;JGC p.480;;;;
journal fantaisiste;JGC p.480;;;;
journal-affiche;JGC p.407;;;sous la Révolution;
journal-cahier;JGC p.488;;;;
jugement;AN AM;;;;
kakemono;;;;;
label de produit;TDTR;;;;
label de qualité;TDTR;;;;
lanterne magique;JGC p.304;;;;
les “Gruss aus”;(CC18/13/16 p.30) JAL;;;;
lettre de bourgeoisie;AN;;;;AM
lettre de cachet;AN;;;;
lettre de compliment(s);(JGC p.26) JGC p.524 (compliments), JGC p.30 JGC p.523;;;;
lettre de funéraille;(TL, PL 1839);;;;MT
lettre de naturalisation;AN AM;;;;
lettre de Nouvel An;JGC p.17;;;;
lettre de part des obsèques;JGC p.525;;;ref to p.68;
lettre de part satirique;JAL;;;;
lettre de ratification;AN AM;;;;
'lettre d''opposition';AN AM;;;;
lettre en chiffres;JGC p.345;;;;
lettre mortuaire;JGC p.538;;;;
lettre patente du Roy;JGC p.419;;;;
lettre-rébus;JGC p.343;;;;
lilliputien;JGC p.512;;;;
liste de tirage;AN;;;;AM
liste des électeurs;MT;;;;
liste des élus;AN;;;;AM
liste du contingent;AN;;;;AM
livre à disques [mobiles];(CC 72, 30–31, 48, 9);;;(under volvelle in ET);MT
livre à volet;(CC 72, 30–31);;;(under flap images in ET);MT
'livre d''or';AN AM;;;;
'livre d''usage';AM;;;;
livre-plaquette;(CC18/13/16 p.58) JAL;;;;
livret de thèse;(Petit 1997:30) AM;;;;
loterie ;JGC p.227;;;;
loto;JGC p.227;;;;
lunettes cartonnées publicitaires pour observer des éclipses;(CC 4/3/16 p.59) JAL;;;;
macédoine;(Afnor) JGC p.530;;;ref to p.295;
mail;TDTR;;;;
mandat (1);MT;;;'(Scope note) Un effet par lequel une personne ordonne à une autre personne de payer à une troisième une certaine somme à une échéance déterminée. Il peut être écrit sur papier libre (non timbré). [BT Effets de commerce; RT Billet à ordre; Lettre de change]';AM
maquette à découper;(Afnor);;;;
'maquette d''affiche';(Afnor);;;;
maquette de papier peint;(Afnor);;;;
marque de libraire;(Afnor);;;;
marque de papier;JGC p.1;;;;
marque déposée;TDTR;;;;
marque-page publicitaire;AM TD+;;;;
marqueur;;;;;
masques carton;(CC18/13/16 p.57) JAL;;;;
mazarinade;AM;;;;
mémoire (2);MT;;;'(Scope note) Un détail de ce qui un vendeur est dû. [BT Effets de commerce; RT: Facture]';
menu;(Afnor);;;;
menu d’un paquebot;TDTR;;;;
méthode pédagogique;(Afnor);;;;
minute de notaire;AM;;;;
modèle;(Afnor);;;;
modèle broderie;(Afnor);;;;
modèle de calligraphie;(Afnor);;;;
'modèle d''ornements';(Afnor);;;;
morèque;(Afnor);;;;
mots croisés;(Afnor);;;;
multipack (n. m.);AM;;;;
nain jaune;(Afnor);;;;
note d’auberge;JGC p.395;;;;
note d’hôtel;JGC p.397;;;;
notice (instructions?);(CC 7/12/07 p.18) JAL ;;;;
obliteration;JGC p.381;;;;
occasionnel;AM;;;;
ombre chinoise;(Afnor) JGC p.303;;;avec definition;
ombres théâtrales;JGC p.528;;;ref to p.186;
ordonnance officielle;JGC p.414;;;;
ordonnance royale;JGC p.407;;;;
ordre;TDTR;;;;
ordre d’exécution à mort;JAL;;;;
ordre d’exécution du Tribunal Révolutionnaire;JGC p.526;;;ref to p.101;
ordre de procession;TDTR;;;;
ornements d’écriture;JAL;;;;
pain à cacheter;JGC p.16;;;;
pamphlet volant;JGC p.300;;;;
pamphlet-brochure;JGC p.484;;;;
pancarte;TDTR JGC p.294;;;;
panneau décoratif;(Afnor);;;;
pantin en carton;JGC p.165;;;;
papier à en-tête;(Afnor);;;;
papier à lettre orné;JGC p.523;;;ref to p.19;
papier à lettres;JGC p.15 (Afnor);;;;
papier à lettres fantaisie;ABMP;;;(under decorative stationery in ET);MT
papier correspondance;JGC p.4;;;;
papier correspondence réclame;(JGC p.21) ;;;;
papier d’échange;JGC p.384;;;;
papier de baptême, certificat;;;;;
papier de boucherie;AM;;;;
papier de commerce;AM;;;;
papier de couvertures;JGC p.503;;;;
papier de sacrifice (Inde) ;JGC p.xiii;;;;
papier dentelé;JGC p.182;;;;
papier dentelé de première communion;JGC p.452;;;;
papier dominoté;(Afnor);;;;
papier fiducaire;JGC p.379;;;;
papier insecticide;TDTR;;;;
papier municipal;JGC p.400;;;;
papier pelure;JGC p.12;;;;
papier reliure;(Afnor);;;;
papiers administratifs;JGC p.399;;;;
papiers de commerce;JGC p.389;;;;
papiers de roulage;JGC p.389;;;;
'papiers d''identité';AN AM;;;;
papiers maritimes;JGC p.389;;;;
papiers militaires;JAL;;;;
papiers nouvelles;JGC p.466;;;;
papiers ornés de vignettes de circonstance (militaire);(JGC p.22) ;;;;
papier-serviette;(JGC p.26) ;;;;
papillon (politique) ;(Julien Hage);;;;
paquet de biscuits;AM;;;;
paquet de café;AM;;;;
paquet de lessive;AM;;;;
parafes d’écriture;JGC p. 527;;;ref to p.159;
part de marriage;AM;;;;
paysages à figure humaine ;JAL;;;;
permis de construire;AN AM;;;;
personnages dessinés à l’aide de figures géometriques;JAL;;;;
perspective;(Afnor);;;;
petits cartons;(CC18/13/16 p.55) JAL;;;;
pièce administrative;JGC p.400;;;;
pièce de circonstance;AM;;;;
pièce officielle;JGC p.400;;;;
pin’s;(CC 7/12/07 p.35) JAL;;;;
piquage;JGC p.iii;;;;
piquet;JGC p.203;;;;
placard d’actualité politique;JAL;;;;
placard de these;AM;;;;
'placard d''indulgences';AM;;;;
placard mortuaire;AM;;;;
placard périodique;JGC p.420;;;;
placard politique;JGC p.420;;;;
placard populaire;JAL;;;;
placard relatifs aux boeufs gras;JAL;;;;
placard-calendrier;JGC p.238;;;;
placard-programme;JGC p.414;;;;
placards d’affiches;JGC p.227;;;;
plan média;(CC 72, 18);;;;MT
planche de bande dessinée;(Afnor);;;;
plaqie funéraire;(Afnor);;;;
plaquette automobile;AM;;;;
pochette de tabac;(CC 35, 21);;;(under tobacco packaging in ET);MT
pochette illustrée;(JGC p.21) ;;;;
pochette pour confiture;ABMP;;;;MT
poisson d’avril;JGC p.527;;;ref to p.152;
porte-menu;(CC18/13/16 p.57) JAL;;;;
portrait change;JGC p.480;;;;
portrait d’optique;JGC p.304;;;;
